,admin,capital,city,country,iso2,lat,lng,population,population_proper
74,Mexique,admin,Mexicali,Mexico,MX,32.650022,-115.461069,885000.0,587277.0
75,Mexique,admin,Aguascalientes,Mexico,MX,21.88234,-102.282586,869000.0,658179.0
76,Mexique,,Tampico,Mexico,MX,22.278170000000006,-97.86772,859419.0,297284.0
77,Mexique,admin,Cuernavaca,Mexico,MX,18.933725,-99.228488,834001.0,349102.0
78,Mexique,admin,Culiacán,Mexico,MX,24.790325,-107.387816,809000.0,582469.0
79,Mexique,admin,Chihuahua,Mexico,MX,28.633333,-106.083333,793000.0,708267.0
80,Mexique,admin,Saltillo,Mexico,MX,25.423213,-101.005299,754000.0,604573.0
81,Canada,,Hamilton,Canada,CA,43.256101,-79.857484,721053.0,519949.0
82,Mexique,minor,Acapulco de Juárez,Mexico,MX,16.870236,-99.868452,715584.0,652136.0
83,Mexique,admin,Morelia,Mexico,MX,19.70179,-101.183962,644306.0,592797.0
84,Canada,admin,Winnipeg,Canada,CA,49.883333,-97.166667,632063.0,575313.0
85,Canada,admin,Québec,Canada,CA,46.8,-71.25,624177.0,528595.0
86,Mexique,admin,Hermosillo,Mexico,MX,29.102602,-110.977324,595811.0,512935.0
87,Mexique,,Veracruz,Mexico,MX,19.180954,-96.142901,578963.0,568313.0
88,Guatemala,admin,Quetzaltenango,Guatemala,GT,14.834722,-91.518056,575263.0,224703.0
89,Cuba,admin,Santiago de Cuba,Cuba,CU,20.020833,-75.826667,555865.0,446063.0
90,Mexique,,Cancún,Mexico,MX,21.172361,-86.829546,542043.0,436862.0
91,Mexique,,Matamoros,Mexico,MX,25.869581,-97.501946,538785.0,364004.0
92,Mexique,admin,Oaxaca,Mexico,MX,17.065417999999998,-96.723645,530728.0,262566.0
93,Mexique,admin,Tlaxcala,Mexico,MX,19.319055,-98.19982,503878.0,89795.0
94,Mexique,,Mazatán,Mexico,MX,29.005032,-110.137853,500000.0,438434.0
95,Mexique,minor,Reynosa,Mexico,MX,26.080613,-98.28835,498654.0,419340.0
96,Mexique,admin,Durango,Mexico,MX,24.019419,-104.66069,457140.0,455597.0
97,Mexique,admin,Xalapa,Mexico,MX,19.54386,-96.92155,452186.0,425148.0
98,Canada,,Oshawa,Canada,CA,43.9,-78.866667,450963.0,247989.0
99,Mexique,admin,Villahermosa,Mexico,MX,17.986893,-92.930277,428564.0,362401.0
100,Canada,,Kitchener,Canada,CA,43.446976,-80.472484,417001.0,409112.0
101,Mexique,,Gomez Palacio,Mexico,MX,25.569849,-103.495882,399328.0,228577.0
102,Mexique,,Celaya,Mexico,MX,20.52353,-100.8157,383697.0,305901.0
103,Mexique,minor,Mazatlán,Mexico,MX,23.2329,-106.4062,368204.0,354717.0
104,Canada,admin,Halifax,Canada,CA,44.65,-63.6,359111.0,222874.0
105,Mexique,minor,Orizaba,Mexico,MX,18.851947,-97.099574,355333.0,121348.0
106,Mexique,,Nuevo Laredo,Mexico,MX,27.484635,-99.522106,349550.0,160755.0
107,Cuba,admin,Camagüey,Cuba,CU,21.380833,-77.916944,347562.0,295605.0
108,Canada,,London,Canada,CA,42.983333,-81.25,346765.0,335035.0
109,Mexique,minor,Irapuato,Mexico,MX,20.676754000000006,-101.356281,339554.0,339554.0
110,Mexique,admin,Pachuca,Mexico,MX,20.117362,-98.742915,319581.0,302141.0
111,Canada,,Windsor,Canada,CA,42.301649,-83.030744,319246.0,210891.0
112,Cuba,admin,Holguín,Cuba,CU,20.887222,-76.263056,319102.0,300177.0
113,Mexique,admin,Tepic,Mexico,MX,21.509505,-104.895691,318781.0,280592.0
114,Canada,admin,Victoria,Canada,CA,48.450234,-123.343529,289625.0,251358.0
115,Mexique,,Ciudad Obregón,Mexico,MX,27.486421000000004,-109.940826,288002.0,258162.0
116,Mexique,,Coatzacoalcos,Mexico,MX,18.133458,-94.442417,287285.0,230717.0
117,Mexique,admin,Ciudad Victoria,Mexico,MX,23.741744,-99.145993,274900.0,269923.0
118,Cuba,admin,Guantánamo,Cuba,CU,20.144444,-75.20916700000002,272801.0,217338.0
119,Mexique,minor,Uruapan,Mexico,MX,19.411161,-102.05644,264531.0,237308.0
120,Mexique,minor,Ensenada,Mexico,MX,31.871492,-116.600706,256565.0,220937.0
121,Mexique,,Poza Rica de Hidalgo,Mexico,MX,20.529054,-97.449662,254481.0,174526.0
122,Cuba,admin,Santa Clara,Cuba,CU,22.406944,-79.964722,250512.0,219288.0
123,Mexique,,Zumpango,Mexico,MX,19.796685,-98.985422,250000.0,127988.0
124,Mexique,minor,Los Mochis,Mexico,MX,25.793024,-108.998075,249047.0,214601.0
125,Mexique,,Tehuacán,Mexico,MX,18.461476,-97.392821,241429.0,237312.0
126,République Dominicaine,admin,San Pedro de Macorís,Dominican Republic,DO,18.461557,-69.29718100000001,217899.0,204140.0
127,République Dominicaine,admin,La Romana,Dominican Republic,DO,18.427335,-68.972849,208437.0,196506.0
128,Panama,admin,Colón,Panama,PA,9.354507,-79.900109,204000.0,136976.0
129,Cuba,admin,Las Tunas,Cuba,CU,20.961667,-76.951111,203684.0,156112.0
130,Canada,,Saskatoon,Canada,CA,52.133333,-106.666667,198958.0,189193.0
131,Cuba,admin,Bayamo,Cuba,CU,20.374167,-76.64361099999998,192632.0,162614.0
132,Cuba,admin,Pinar del Río,Cuba,CU,22.416667,-83.696667,186990.0,159618.0
133,Cuba,admin,Cienfuegos,Cuba,CU,22.146111,-80.435556,186644.0,106455.0
134,Canada,,Barrie,Canada,CA,44.383333,-79.7,182041.0,119732.0
135,Canada,admin,Regina,Canada,CA,50.45,-104.616667,176183.0,176183.0
136,République Dominicaine,admin,La Vega,Dominican Republic,DO,19.222072,-70.529558,163197.0,102426.0
137,Canada,,Sudbury,Canada,CA,46.5,-80.966667,157857.0,80507.0
138,République Dominicaine,admin,San Cristóbal,Dominican Republic,DO,18.418631,-70.107913,154040.0,154040.0
139,République Dominicaine,admin,San Francisco de Macorís,Dominican Republic,DO,19.30099,-70.252586,152538.0,124763.0
140,Canada,,Abbotsford,Canada,CA,49.05,-122.3,151683.0,151683.0
141,Cuba,admin,Matanzas,Cuba,CU,23.041111,-81.5775,146733.0,123873.0
142,Canada,,Sarnia,Canada,CA,42.978417,-82.388177,144172.0,82998.0
143,Cuba,admin,Ciego de Ávila,Cuba,CU,21.84,-78.761944,142027.0,102660.0
144,Canada,,Sherbrooke,Canada,CA,45.4,-71.9,139652.0,129447.0
145,Guatemala,minor,San Luis,Guatemala,GT,16.198889,-89.440278,132470.0,6776.0
146,Canada,admin,Saint John’s,Canada,CA,47.55,-52.666667,131469.0,99182.0
147,Cuba,minor,Manzanillo,Cuba,CU,20.341726,-77.12125999999998,128188.0,86678.0
148,Cuba,admin,Sancti Spíritus,Cuba,CU,21.929722,-79.4425,127069.0,76352.0
149,Canada,,Kelowna,Canada,CA,49.9,-119.483333,125109.0,95306.0
150,République Dominicaine,minor,Higüey,Dominican Republic,DO,18.609363,-68.71198100000001,123787.0,123787.0
151,République Dominicaine,minor,Puerto Plata,Dominican Republic,DO,19.7875,-70.6875,119897.0,119897.0
152,Canada,,Trois-Rivières,Canada,CA,46.35,-72.55,119693.0,116409.0
153,Canada,,Kingston,Canada,CA,44.3,-76.56666700000002,114195.0,102400.0
154,Panama,admin,David,Panama,PA,8.427389,-82.425286,110037.0,82859.0
155,Guatemala,admin,Escuintla,Guatemala,GT,14.305,-90.785,107638.0,103165.0
156,Cuba,minor,Palma Soriano,Cuba,CU,20.211297,-75.993616,102826.0,67394.0
